datetime,gw_elev[m]
2020-01-01,380.628144
2020-01-02,380.667768
2020-01-03,380.686056
2020-01-04,380.686056
2020-01-05,380.673864
2020-01-06,380.637288
2020-01-07,380.600712
2020-01-08,380.554992
2020-01-09,380.518416
2020-01-10,380.460504
2020-01-11,380.408688
2020-01-12,380.353824
2020-01-13,380.295912
2020-01-14,380.238
2020-01-15,380.170944
2020-01-16,380.097792
2020-01-17,380.036832
2020-01-18,379.969776
2020-01-19,379.893576
2020-01-20,379.82652
2020-01-21,379.759464
2020-01-22,379.698504
2020-01-23,379.637544
2020-01-24,379.576584
2020-01-25,379.515624
2020-01-26,379.457712
2020-01-27,379.396752
2020-01-28,379.341888
2020-01-29,379.287024
2020-01-30,379.23216
2020-01-31,379.180344
2020-02-01,379.131576
2020-02-02,379.095
2020-02-03,379.101096
2020-02-04,379.067568
2020-02-05,379.027944
2020-02-06,378.98832
2020-02-07,378.945648
2020-02-08,378.899928
2020-02-09,378.854208
2020-02-10,378.80544
2020-02-11,378.75972
2020-02-12,378.720096
2020-02-13,378.680472
2020-02-14,378.643896
2020-02-15,378.613416
2020-02-16,378.582936
2020-02-17,378.555504
2020-02-18,378.525024
2020-02-19,378.494544
2020-02-20,378.467112
2020-02-21,378.43968
2020-02-22,378.418344
2020-02-23,378.42444
2020-02-24,378.494544
2020-02-25,378.51588
2020-02-26,378.473208
2020-02-27,378.427488
2020-02-28,378.390912
2020-02-29,378.360432
2020-03-01,378.415296
2020-03-02,378.686568
2020-03-03,378.848112
2020-03-04,379.21692
2020-03-05,379.570488
2020-03-06,379.972824
2020-03-07,380.414784
2020-03-08,381.646176
2020-03-09,381.704088
2020-03-10,381.566928
2020-03-11,381.576072
2020-03-12,381.597408
2020-03-13,381.542544
2020-03-14,381.48768
2020-03-15,381.454152
2020-03-16,381.432816
2020-03-17,381.390144
2020-03-18,381.368808
2020-03-19,381.417576
2020-03-20,381.505968
2020-03-21,381.475488
2020-03-22,381.460248
2020-03-23,381.435864
2020-03-24,381.420624
2020-03-25,381.435864
2020-03-26,381.493776
2020-03-27,381.481584
2020-03-28,381.545592
2020-03-29,381.597408
2020-03-30,381.576072
2020-03-31,381.56388
2020-04-01,381.539496
2020-04-02,381.521208
2020-04-03,381.499872
2020-04-04,381.48768
2020-04-05,381.478536
2020-04-06,381.466344
2020-04-07,381.50292
2020-04-08,381.47244
2020-04-09,381.438912
2020-04-10,381.414528
2020-04-11,381.39624
2020-04-12,381.368808
2020-04-13,381.35052
2020-04-14,381.356616
2020-04-15,381.33528
2020-04-16,381.33528
2020-04-17,381.371856
2020-04-18,381.445008
2020-04-19,381.47244
2020-04-20,381.44196
2020-04-21,381.393192
2020-04-22,381.368808
2020-04-23,381.33528
2020-04-24,381.301752
2020-04-25,381.268224
2020-04-26,381.240792
2020-04-27,381.219456
2020-04-28,381.19812
2020-04-29,381.170688
2020-04-30,381.140208
2020-05-01,381.112776
2020-05-02,381.0762
2020-05-03,381.039624
2020-05-04,381.0
2020-05-05,380.960376
2020-05-06,380.914656
2020-05-07,380.865888
2020-05-08,380.807976
2020-05-09,380.753112
2020-05-10,380.6952
2020-05-11,380.63424
2020-05-12,380.570232
2020-05-13,380.509272
2020-05-14,380.45136
2020-05-15,380.387352
2020-05-16,380.323344
2020-05-17,380.57328
2020-05-18,381.048768
2020-05-19,381.18288
2020-05-20,381.2286
2020-05-21,381.249936
2020-05-22,381.256032
2020-05-23,381.262128
2020-05-24,381.262128
2020-05-25,381.252984
2020-05-26,381.347472
2020-05-27,381.484632
2020-05-28,381.496824
2020-05-29,381.478536
2020-05-30,381.466344
2020-05-31,381.454152
2020-06-01,381.454152
2020-06-02,381.435864
2020-06-03,381.44196
2020-06-04,381.405384
2020-06-05,381.371856
2020-06-06,381.338328
2020-06-07,381.368808
2020-06-08,381.326136
2020-06-09,381.460248
2020-06-10,381.826008
2020-06-11,381.688848
2020-06-12,381.615696
2020-06-13,381.57912
2020-06-14,381.551688
2020-06-15,381.524256
2020-06-16,381.505968
2020-06-17,381.48768
2020-06-18,381.47244
2020-06-19,381.469392
2020-06-20,381.460248
2020-06-21,381.445008
2020-06-22,381.44196
2020-06-23,381.417576
2020-06-24,381.39624
2020-06-25,381.371856
2020-06-26,381.35052
2020-06-27,381.323088
2020-06-28,381.283464
2020-06-29,381.28956
2020-06-30,381.262128
2020-07-01,381.219456
2020-07-02,381.179832
2020-07-03,381.13716
2020-07-04,381.097536
2020-07-05,381.051816
2020-07-06,381.003048
2020-07-07,380.945136
2020-07-08,380.881128
2020-07-09,380.811024
2020-07-10,380.747016
2020-07-11,380.673864
2020-07-12,380.600712
2020-07-13,380.521464
2020-07-14,380.445264
2020-07-15,380.381256
2020-07-16,380.308104
2020-07-17,380.228856
2020-07-18,380.152656
2020-07-19,380.073408
2020-07-20,379.991112
2020-07-21,379.914912
2020-07-22,379.835664
2020-07-23,379.756416
2020-07-24,379.680216
2020-07-25,379.607064
2020-07-26,379.533912
2020-07-27,379.469904
2020-07-28,379.405896
2020-07-29,379.344936
2020-07-30,379.287024
2020-07-31,379.226064
2020-08-01,379.1712
2020-08-02,379.116336
2020-08-03,379.06452
2020-08-04,379.012704
2020-08-05,378.966984
2020-08-06,378.921264
2020-08-07,378.872496
2020-08-08,378.823728
2020-08-09,378.771912
2020-08-10,378.723144
2020-08-11,378.677424
2020-08-12,378.634752
2020-08-13,378.595128
2020-08-14,378.558552
2020-08-15,378.537216
2020-08-16,378.512832
2020-08-17,378.482352
2020-08-18,378.45492
2020-08-19,378.421392
2020-08-20,378.390912
2020-08-21,378.36348
2020-08-22,378.345192
2020-08-23,378.329952
2020-08-24,378.305568
2020-08-25,378.284232
2020-08-26,378.259848
2020-08-27,378.238512
